iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG;Asia;Afghanistan;2020-02-24;1;1;;;;;0,026;0,026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,33;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-02-25;1;0;;;;;0,026;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,33;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-02-26;1;0;;;;;0,026;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,33;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-02-27;1;0;;;;;0,026;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,33;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-02-28;1;0;;;;;0,026;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,33;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-02-29;1;0;0,143;;;0;0,026;0;0,004;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,33;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-01;1;0;0,143;;;0;0,026;0;0,004;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-02;1;0;0;;;0;0,026;0;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-03;2;1;0,143;;;0;0,051;0,026;0,004;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-04;4;2;0,429;;;0;0,103;0,051;0,011;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-05;4;0;0,429;;;0;0,103;0;0,011;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-06;4;0;0,429;;;0;0,103;0;0,011;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-07;4;0;0,429;;;0;0,103;0;0,011;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-08;5;1;0,571;;;0;0,128;0,026;0,015;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-09;7;2;0,857;;;0;0,18;0,051;0,022;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-10;8;1;0,857;;;0;0,206;0,026;0,022;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-11;11;3;1;;;0;0,283;0,077;0,026;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-12;12;1;1,143;;;0;0,308;0,026;0,029;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-13;13;1;1,286;;;0;0,334;0,026;0,033;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,78;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-14;15;2;1,571;;;0;0,385;0,051;0,04;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,89;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-15;16;1;1,571;;;0;0,411;0,026;0,04;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,89;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-16;18;2;1,571;;;0;0,462;0,051;0,04;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,89;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-17;20;2;1,714;;;0;0,514;0,051;0,044;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,89;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-18;24;4;1,857;;;0;0,617;0,103;0,048;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,67;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-19;25;1;1,857;;;0;0,642;0,026;0,048;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,67;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-20;29;4;2,286;;;0;0,745;0,103;0,059;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,67;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-21;30;1;2,143;;;0;0,771;0,026;0,055;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,67;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-22;34;4;2,571;1;1;0,143;0,873;0,103;0,066;0,026;0,026;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,67;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-23;41;7;3,286;1;0;0,143;1,053;0,18;0,084;0,026;0;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,67;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-24;43;2;3,286;1;0;0,143;1,105;0,051;0,084;0,026;0;0,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,93;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-25;76;33;7,429;2;1;0,286;1,952;0,848;0,191;0,051;0,026;0,007;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,26;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-26;80;4;7,857;3;1;0,429;2,055;0,103;0,202;0,077;0,026;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,26;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-27;91;11;8,857;3;0;0,429;2,338;0,283;0,228;0,077;0;0,011;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,26;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-28;107;16;11;4;1;0,571;2,749;0,411;0,283;0,103;0,026;0,015;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,59;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-29;118;11;12;4;0;0,429;3,031;0,283;0,308;0,103;0;0,011;1,47;;;;;;;;;;;;;;;;;;;;;;;;;;;67,59;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-30;146;28;15;4;0;0,429;3,75;0,719;0,385;0,103;0;0,011;1,47;;;;;;;;;;;;;;;;;;;;;;;;;;;67,59;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
AFG;Asia;Afghanistan;2020-03-31;175;29;18,857;4;0;0,429;4,495;0,745;0,484;0,103;0;0,011;1,48;;;;;;;;;;;;;;;;;;;;;;;;;;;67,59;38928341;54,422;18,6;2,581;1,337;1803,987;;597,029;9,59;;;37,746;0,5;64,83;0,511
